pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2026-03-21	Dialect Matters: Cross-Lingual ASR Transfer for Low-Resource Indic Language Varieties   Association for Computational Linguistics   We conduct an empirical study of cross-lingual transfer using spontaneous, noisy, and code-mixed speech across a wide range of Indic dialects and language varieties. Our results indicate that although ASR performance is generally associated with phylogenetic distance across languages, this factor alone does not fully explain performance in dialectal settings. Often, fine-tuning on smaller amounts of dialectal data yields performance comparable to fine-tuning on larger amounts of phylogenetically-related, high-resource standardized languages. We also present a case study on Garhwali, a low-resource Pahari language variety, and evaluate multiple contemporary ASR models. Finally, we analyze transcription errors to examine bias toward pre-training languages, providing additional insight into challenges faced by ASR systems on dialectal and non-standardized speech.    Dialect Matters: Cross-Lingual ASR Transfer for Low-Resource Indic Language Varieties (Dhasmana et al., VarDial 2026)   http://academicpages.github.io/files/paper1.pdf	http://academicpages.github.io/files/slides1.pdf
